Date,Action,Symbol,Quantity,Price
3/31/2020,Buy,PAYS,1741.2455356864468,7.21999979
3/31/2020,Buy,OFLX,125.1261257438619,100.4729614
03/31/2021,Sell,PCTY,63.94604278699757,252.3399963
03/31/2021,Sell,ZYXI,720.737929061886,13.68461895
03/31/2021,Sell,MKTX,24.99092266473975,463.5700378
03/31/2021,Sell,MANH,142.21484371499858,135.9799957
02/28/2021,Sell,SLP,179.9869422126794,46.98366928
03/31/2021,Sell,IDXX,40.701217957001475,558.1099854
03/31/2021,Sell,PAYC,62.233516876782964,370.0599976
03/31/2021,Sell,CMG,12.522828480751215,1371.97998
03/31/2021,Sell,PAYS,1741.2455356864468,3.309999943
03/31/2021,Sell,OFLX,125.1261257438619,145.8236084
3/31/2021,Buy,APPS,184.46876526862374,82.56999969
3/31/2021,Buy,MANH,112.01343118622371,135.9799957
3/31/2021,Buy,GSHD,144.0524290330885,105.7364044
3/31/2021,Buy,EXPI,444.0310504921005,34.3029747
3/31/2021,Buy,JYNT,274.5419253304656,55.47999954
3/31/2021,Buy,IDXX,27.291369603660463,558.1099854
1/31/2021,Buy,ADSK,49.884018063849524,305.3399963
3/31/2021,Buy,WING,107.20165472508349,142.0834961
3/31/2021,Buy,W,48.39264778727544,314.75
3/31/2021,Buy,OFLX,104.4521258126057,145.8236084
03/31/2022,Sell,APPS,184.46876526862374,2.299999952
03/31/2022,Sell,MANH,112.01343118622371,8.922499657
03/31/2022,Sell,GSHD,144.0524290330885,32.50670624
03/31/2022,Sell,EXPI,444.0310504921005,7.073241234
03/31/2022,Sell,JYNT,274.5419253304656,10.01000023
03/31/2022,Sell,IDXX,27.291369603660463,32.10499954
01/31/2022,Sell,ADSK,49.884018063849524,29.37999916
03/31/2022,Sell,WING,107.20165472508349,16.17640305
03/31/2022,Sell,W,48.39264778727544,32.11999893
03/31/2022,Sell,OFLX,104.4521258126057,10.62146187
